,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0021800984,1610612744,Warriors,GSW,Golden State,240:00,0.643,0.25,0.165,0.171,0.448,0.402,0.177,0.333
1,0021800984,1610612743,Nuggets,DEN,Denver,240:00,0.448,0.402,0.177,0.246,0.643,0.25,0.165,0.171
0,0021800985,1610612760,Thunder,OKC,Oklahoma City,240:00,0.456,0.255,0.1,0.212,0.506,0.535,0.094,0.255
1,0021800985,1610612746,Clippers,LAC,LA,240:00,0.506,0.535,0.094,0.182,0.456,0.255,0.1,0.303
0,0021800986,1610612758,Kings,SAC,Sacramento,240:00,0.442,0.232,0.07,0.175,0.426,0.223,0.1,0.279
1,0021800986,1610612752,Knicks,NYK,New York,240:00,0.426,0.223,0.1,0.213,0.442,0.232,0.07,0.238
0,0021800987,1610612751,Nets,BKN,Brooklyn,240:00,0.471,0.628,0.129,0.238,0.41,0.305,0.09,0.319
1,0021800987,1610612737,Hawks,ATL,Atlanta,240:00,0.41,0.305,0.09,0.261,0.471,0.628,0.129,0.317
0,0021800988,1610612764,Wizards,WAS,Washington,265:00,0.56,0.24,0.159,0.179,0.5,0.211,0.086,0.323
1,0021800988,1610612750,Timberwolves,MIN,Minnesota,265:00,0.5,0.211,0.086,0.277,0.56,0.24,0.159,0.286
0,0021800989,1610612747,Lakers,LAL,Los Angeles,240:00,0.511,0.198,0.117,0.16,0.591,0.151,0.122,0.255
1,0021800989,1610612738,Celtics,BOS,Boston,240:00,0.591,0.151,0.122,0.128,0.511,0.198,0.117,0.22
0,0021800990,1610612749,Bucks,MIL,Milwaukee,240:00,0.583,0.333,0.127,0.292,0.554,0.151,0.122,0.157
1,0021800990,1610612766,Hornets,CHA,Charlotte,240:00,0.554,0.151,0.122,0.118,0.583,0.333,0.127,0.313
0,0021800991,1610612757,Trail Blazers,POR,Portland,240:00,0.576,0.419,0.159,0.25,0.461,0.282,0.072,0.306
1,0021800991,1610612756,Suns,PHX,Phoenix,240:00,0.461,0.282,0.072,0.21,0.576,0.419,0.159,0.271
0,0021800992,1610612765,Pistons,DET,Detroit,240:00,0.643,0.242,0.081,0.217,0.555,0.317,0.103,0.2
1,0021800992,1610612741,Bulls,CHI,Chicago,240:00,0.555,0.317,0.103,0.133,0.643,0.242,0.081,0.283
0,0021800993,1610612761,Raptors,TOR,Toronto,240:00,0.709,0.351,0.209,0.176,0.5,0.228,0.132,0.259
1,0021800993,1610612748,Heat,MIA,Miami,240:00,0.5,0.228,0.132,0.167,0.709,0.351,0.209,0.206
0,0021800994,1610612755,76ers,PHI,Philadelphia,240:00,0.477,0.345,0.13,0.241,0.404,0.446,0.138,0.283
1,0021800994,1610612754,Pacers,IND,Indiana,240:00,0.404,0.446,0.138,0.2,0.477,0.345,0.13,0.333
0,0021800995,1610612740,Pelicans,NOP,New Orleans,240:00,0.535,0.079,0.074,0.089,0.577,0.184,0.094,0.25
1,0021800995,1610612737,Hawks,ATL,Atlanta,240:00,0.577,0.184,0.094,0.192,0.535,0.079,0.074,0.161
0,0021800996,1610612753,Magic,ORL,Orlando,240:00,0.425,0.31,0.143,0.259,0.47,0.378,0.118,0.204
1,0021800996,1610612763,Grizzlies,MEM,Memphis,240:00,0.47,0.378,0.118,0.122,0.425,0.31,0.143,0.293
0,0021800997,1610612745,Rockets,HOU,Houston,240:00,0.455,0.25,0.133,0.213,0.473,0.36,0.181,0.239
1,0021800997,1610612742,Mavericks,DAL,Dallas,240:00,0.473,0.36,0.181,0.217,0.455,0.25,0.133,0.262
0,0021800998,1610612752,Knicks,NYK,New York,240:00,0.488,0.163,0.188,0.192,0.495,0.138,0.108,0.302
1,0021800998,1610612750,Timberwolves,MIN,Minnesota,240:00,0.495,0.138,0.108,0.17,0.488,0.163,0.188,0.327
0,0021800999,1610612759,Spurs,SAS,San Antonio,240:00,0.55,0.15,0.048,0.151,0.552,0.287,0.098,0.188
1,0021800999,1610612749,Bucks,MIL,Milwaukee,240:00,0.552,0.287,0.098,0.125,0.55,0.15,0.048,0.245
0,0021801000,1610612756,Suns,PHX,Phoenix,240:00,0.547,0.314,0.161,0.188,0.495,0.232,0.159,0.316
1,0021801000,1610612744,Warriors,GSW,Golden State,240:00,0.495,0.232,0.159,0.263,0.547,0.314,0.161,0.25
0,0021801001,1610612761,Raptors,TOR,Toronto,240:00,0.542,0.202,0.19,0.125,0.564,0.223,0.14,0.275
1,0021801001,1610612739,Cavaliers,CLE,Cleveland,240:00,0.564,0.223,0.14,0.216,0.542,0.202,0.19,0.125
0,0021801002,1610612764,Wizards,WAS,Washington,240:00,0.547,0.384,0.154,0.143,0.5,0.352,0.143,0.226
1,0021801002,1610612758,Kings,SAC,Sacramento,240:00,0.5,0.352,0.143,0.17,0.547,0.384,0.154,0.163
0,0021801003,1610612765,Pistons,DET,Detroit,240:00,0.32,0.165,0.13,0.243,0.563,0.278,0.169,0.238
1,0021801003,1610612751,Nets,BKN,Brooklyn,240:00,0.563,0.278,0.169,0.119,0.32,0.165,0.13,0.3
0,0021801004,1610612745,Rockets,HOU,Houston,240:00,0.511,0.297,0.133,0.222,0.517,0.169,0.119,0.154
1,0021801004,1610612766,Hornets,CHA,Charlotte,240:00,0.517,0.169,0.119,0.135,0.511,0.297,0.133,0.352
0,0021801005,1610612762,Jazz,UTA,Utah,240:00,0.438,0.193,0.142,0.19,0.5,0.342,0.159,0.224
1,0021801005,1610612760,Thunder,OKC,Oklahoma City,240:00,0.5,0.342,0.159,0.122,0.438,0.193,0.142,0.224
0,0021801006,1610612746,Clippers,LAC,LA,240:00,0.692,0.291,0.187,0.286,0.56,0.209,0.123,0.204
1,0021801006,1610612738,Celtics,BOS,Boston,240:00,0.56,0.209,0.123,0.143,0.692,0.291,0.187,0.314
0,0021801007,1610612752,Knicks,NYK,New York,240:00,0.519,0.225,0.192,0.17,0.482,0.341,0.1,0.241
1,0021801007,1610612754,Pacers,IND,Indiana,240:00,0.482,0.341,0.1,0.148,0.519,0.225,0.192,0.255
0,0021801008,1610612755,76ers,PHI,Philadelphia,240:00,0.541,0.2,0.215,0.273,0.46,0.079,0.077,0.21
1,0021801008,1610612739,Cavaliers,CLE,Cleveland,240:00,0.46,0.079,0.077,0.145,0.541,0.2,0.215,0.364
0,0021801009,1610612747,Lakers,LAL,Los Angeles,240:00,0.622,0.233,0.135,0.122,0.522,0.132,0.158,0.265
1,0021801009,1610612741,Bulls,CHI,Chicago,240:00,0.522,0.132,0.158,0.224,0.622,0.233,0.135,0.171
0,0021801010,1610612740,Pelicans,NOP,New Orleans,240:00,0.477,0.15,0.129,0.203,0.546,0.289,0.111,0.18
1,0021801010,1610612749,Bucks,MIL,Milwaukee,240:00,0.546,0.289,0.111,0.1,0.477,0.15,0.129,0.25
0,0021801011,1610612759,Spurs,SAS,San Antonio,240:00,0.573,0.22,0.126,0.179,0.549,0.317,0.142,0.271
1,0021801011,1610612742,Mavericks,DAL,Dallas,240:00,0.549,0.317,0.142,0.188,0.573,0.22,0.126,0.231
0,0021801012,1610612750,Timberwolves,MIN,Minnesota,240:00,0.522,0.157,0.153,0.25,0.706,0.176,0.142,0.343
1,0021801012,1610612743,Nuggets,DEN,Denver,240:00,0.706,0.176,0.142,0.2,0.522,0.157,0.153,0.333
0,0021801013,1610612757,Trail Blazers,POR,Portland,240:00,0.552,0.271,0.118,0.333,0.447,0.284,0.128,0.433
1,0021801013,1610612746,Clippers,LAC,LA,240:00,0.447,0.284,0.128,0.417,0.552,0.271,0.118,0.426
0,0021801015,1610612764,Wizards,WAS,Washington,240:00,0.511,0.133,0.095,0.196,0.456,0.1,0.118,0.268
1,0021801015,1610612753,Magic,ORL,Orlando,240:00,0.456,0.1,0.118,0.214,0.511,0.133,0.095,0.275
0,0021801017,1610612760,Thunder,OKC,Oklahoma City,240:00,0.484,0.198,0.12,0.286,0.494,0.226,0.166,0.235
1,0021801017,1610612751,Nets,BKN,Brooklyn,240:00,0.494,0.226,0.166,0.137,0.484,0.198,0.12,0.321
0,0021801014,1610612748,Heat,MIA,Miami,240:00,0.53,0.286,0.119,0.283,0.403,0.234,0.194,0.283
1,0021801014,1610612765,Pistons,DET,Detroit,240:00,0.403,0.234,0.194,0.189,0.53,0.286,0.119,0.326
0,0021801016,1610612763,Grizzlies,MEM,Memphis,240:00,0.506,0.292,0.133,0.173,0.587,0.136,0.113,0.415
1,0021801016,1610612737,Hawks,ATL,Atlanta,240:00,0.587,0.136,0.113,0.283,0.506,0.292,0.133,0.269
0,0021801018,1610612745,Rockets,HOU,Houston,240:00,0.545,0.295,0.117,0.116,0.565,0.118,0.162,0.326
1,0021801018,1610612744,Warriors,GSW,Golden State,240:00,0.565,0.118,0.162,0.279,0.545,0.295,0.117,0.209
0,0021801019,1610612762,Jazz,UTA,Utah,240:00,0.533,0.278,0.119,0.235,0.482,0.28,0.121,0.122
1,0021801019,1610612756,Suns,PHX,Phoenix,240:00,0.482,0.28,0.121,0.102,0.533,0.278,0.119,0.333
0,0021801020,1610612760,Thunder,OKC,Oklahoma City,240:00,0.523,0.233,0.172,0.163,0.494,0.39,0.151,0.213
1,0021801020,1610612754,Pacers,IND,Indiana,240:00,0.494,0.39,0.151,0.128,0.523,0.233,0.172,0.265
0,0021801021,1610612753,Magic,ORL,Orlando,240:00,0.559,0.226,0.091,0.245,0.448,0.174,0.159,0.231
1,0021801021,1610612739,Cavaliers,CLE,Cleveland,240:00,0.448,0.174,0.159,0.154,0.559,0.226,0.091,0.286
0,0021801022,1610612758,Kings,SAC,Sacramento,240:00,0.563,0.242,0.093,0.151,0.552,0.268,0.117,0.226
1,0021801022,1610612738,Celtics,BOS,Boston,240:00,0.552,0.268,0.117,0.189,0.563,0.242,0.093,0.151
0,0021801023,1610612761,Raptors,TOR,Toronto,240:00,0.484,0.319,0.158,0.22,0.488,0.282,0.19,0.212
1,0021801023,1610612747,Lakers,LAL,Los Angeles,240:00,0.488,0.282,0.19,0.115,0.484,0.319,0.158,0.288
0,0021801024,1610612762,Jazz,UTA,Utah,240:00,0.567,0.303,0.12,0.265,0.489,0.165,0.109,0.235
1,0021801024,1610612750,Timberwolves,MIN,Minnesota,240:00,0.489,0.165,0.109,0.157,0.567,0.303,0.12,0.367
0,0021801025,1610612743,Nuggets,DEN,Denver,240:00,0.531,0.21,0.12,0.186,0.494,0.195,0.095,0.269
1,0021801025,1610612742,Mavericks,DAL,Dallas,240:00,0.494,0.195,0.095,0.173,0.531,0.21,0.12,0.233
0,0021801026,1610612747,Lakers,LAL,Los Angeles,240:00,0.453,0.302,0.139,0.204,0.529,0.372,0.151,0.327
1,0021801026,1610612765,Pistons,DET,Detroit,240:00,0.529,0.372,0.151,0.291,0.453,0.302,0.139,0.259
0,0021801027,1610612758,Kings,SAC,Sacramento,240:00,0.505,0.255,0.087,0.185,0.544,0.297,0.106,0.283
1,0021801027,1610612755,76ers,PHI,Philadelphia,240:00,0.544,0.297,0.106,0.217,0.505,0.255,0.087,0.278
0,0021801028,1610612764,Wizards,WAS,Washington,240:00,0.565,0.226,0.168,0.178,0.525,0.119,0.116,0.298
1,0021801028,1610612766,Hornets,CHA,Charlotte,240:00,0.525,0.119,0.116,0.263,0.565,0.226,0.168,0.244
0,0021801029,1610612749,Bucks,MIL,Milwaukee,240:00,0.545,0.273,0.142,0.17,0.452,0.269,0.113,0.262
1,0021801029,1610612748,Heat,MIA,Miami,240:00,0.452,0.269,0.113,0.164,0.545,0.273,0.142,0.213
0,0021801030,1610612756,Suns,PHX,Phoenix,240:00,0.466,0.281,0.198,0.283,0.5,0.398,0.134,0.2
1,0021801030,1610612745,Rockets,HOU,Houston,240:00,0.5,0.398,0.134,0.14,0.466,0.281,0.198,0.321
0,0021801031,1610612757,Trail Blazers,POR,Portland,240:00,0.5,0.333,0.139,0.304,0.521,0.266,0.108,0.278
1,0021801031,1610612740,Pelicans,NOP,New Orleans,240:00,0.521,0.266,0.108,0.259,0.5,0.333,0.139,0.429
0,0021801032,1610612759,Spurs,SAS,San Antonio,240:00,0.574,0.114,0.104,0.143,0.453,0.105,0.165,0.226
1,0021801032,1610612752,Knicks,NYK,New York,240:00,0.453,0.105,0.165,0.17,0.574,0.114,0.104,0.214
0,0021801033,1610612746,Clippers,LAC,LA,240:00,0.495,0.354,0.074,0.254,0.594,0.413,0.164,0.275
1,0021801033,1610612741,Bulls,CHI,Chicago,240:00,0.594,0.413,0.164,0.2,0.495,0.354,0.074,0.356
0,0021801034,1610612738,Celtics,BOS,Boston,240:00,0.543,0.398,0.125,0.208,0.505,0.24,0.157,0.383
1,0021801034,1610612737,Hawks,ATL,Atlanta,240:00,0.505,0.24,0.157,0.317,0.543,0.398,0.125,0.358
0,0021801035,1610612764,Wizards,WAS,Washington,240:00,0.611,0.531,0.125,0.205,0.6,0.289,0.096,0.2
1,0021801035,1610612763,Grizzlies,MEM,Memphis,240:00,0.6,0.289,0.096,0.156,0.611,0.531,0.125,0.25
0,0021801036,1610612756,Suns,PHX,Phoenix,265:00,0.555,0.36,0.173,0.193,0.534,0.402,0.184,0.375
1,0021801036,1610612740,Pelicans,NOP,New Orleans,265:00,0.534,0.402,0.184,0.281,0.555,0.36,0.173,0.263
0,0021801037,1610612742,Mavericks,DAL,Dallas,240:00,0.607,0.18,0.054,0.2,0.552,0.256,0.063,0.261
1,0021801037,1610612739,Cavaliers,CLE,Cleveland,240:00,0.552,0.256,0.063,0.13,0.607,0.18,0.054,0.244
0,0021801038,1610612760,Thunder,OKC,Oklahoma City,240:00,0.391,0.24,0.152,0.246,0.56,0.265,0.167,0.178
1,0021801038,1610612744,Warriors,GSW,Golden State,240:00,0.56,0.265,0.167,0.178,0.391,0.24,0.152,0.304
0,0021801039,1610612759,Spurs,SAS,San Antonio,240:00,0.519,0.38,0.102,0.093,0.45,0.139,0.088,0.3
1,0021801039,1610612757,Trail Blazers,POR,Portland,240:00,0.45,0.139,0.088,0.233,0.519,0.38,0.102,0.093
0,0021801040,1610612754,Pacers,IND,Indiana,240:00,0.493,0.493,0.117,0.182,0.543,0.244,0.119,0.229
1,0021801040,1610612743,Nuggets,DEN,Denver,240:00,0.543,0.244,0.119,0.188,0.493,0.493,0.117,0.227
0,0021801041,1610612762,Jazz,UTA,Utah,240:00,0.5,0.341,0.143,0.273,0.411,0.232,0.068,0.175
1,0021801041,1610612751,Nets,BKN,Brooklyn,240:00,0.411,0.232,0.068,0.127,0.5,0.341,0.143,0.345
0,0021801042,1610612752,Knicks,NYK,New York,240:00,0.658,0.382,0.234,0.294,0.521,0.289,0.096,0.308
1,0021801042,1610612747,Lakers,LAL,Los Angeles,240:00,0.521,0.289,0.096,0.288,0.658,0.382,0.234,0.353
0,0021801045,1610612748,Heat,MIA,Miami,240:00,0.471,0.221,0.131,0.268,0.355,0.217,0.14,0.293
1,0021801045,1610612766,Hornets,CHA,Charlotte,240:00,0.355,0.217,0.14,0.19,0.471,0.221,0.131,0.304
0,0021801043,1610612755,76ers,PHI,Philadelphia,240:00,0.545,0.3,0.117,0.263,0.537,0.295,0.093,0.204
1,0021801043,1610612749,Bucks,MIL,Milwaukee,240:00,0.537,0.295,0.093,0.185,0.545,0.3,0.117,0.368
0,0021801044,1610612761,Raptors,TOR,Toronto,240:00,0.585,0.171,0.129,0.156,0.518,0.325,0.107,0.289
1,0021801044,1610612765,Pistons,DET,Detroit,240:00,0.518,0.325,0.107,0.244,0.585,0.171,0.129,0.2
0,0021801046,1610612753,Magic,ORL,Orlando,240:00,0.441,0.388,0.144,0.185,0.462,0.11,0.171,0.164
1,0021801046,1610612737,Hawks,ATL,Atlanta,240:00,0.462,0.11,0.171,0.145,0.441,0.388,0.144,0.204
0,0021801047,1610612758,Kings,SAC,Sacramento,240:00,0.563,0.155,0.112,0.306,0.5,0.239,0.186,0.309
1,0021801047,1610612741,Bulls,CHI,Chicago,240:00,0.5,0.239,0.186,0.182,0.563,0.155,0.112,0.408
0,0021801048,1610612750,Timberwolves,MIN,Minnesota,240:00,0.467,0.25,0.138,0.273,0.569,0.149,0.1,0.264
1,0021801048,1610612745,Rockets,HOU,Houston,240:00,0.569,0.149,0.1,0.189,0.467,0.25,0.138,0.364
0,0021801049,1610612746,Clippers,LAC,LA,240:00,0.495,0.289,0.13,0.281,0.49,0.25,0.127,0.317
1,0021801049,1610612751,Nets,BKN,Brooklyn,240:00,0.49,0.25,0.127,0.238,0.495,0.289,0.13,0.316
0,0021801050,1610612765,Pistons,DET,Detroit,240:00,0.543,0.223,0.125,0.345,0.652,0.342,0.085,0.167
1,0021801050,1610612739,Cavaliers,CLE,Cleveland,240:00,0.652,0.342,0.085,0.139,0.543,0.223,0.125,0.418
0,0021801051,1610612764,Wizards,WAS,Washington,240:00,0.469,0.272,0.157,0.102,0.615,0.066,0.164,0.256
1,0021801051,1610612762,Jazz,UTA,Utah,240:00,0.615,0.066,0.164,0.163,0.469,0.272,0.157,0.184
0,0021801052,1610612743,Nuggets,DEN,Denver,240:00,0.564,0.106,0.179,0.224,0.484,0.204,0.127,0.286
1,0021801052,1610612738,Celtics,BOS,Boston,240:00,0.484,0.204,0.127,0.214,0.564,0.106,0.179,0.388
0,0021801053,1610612761,Raptors,TOR,Toronto,240:00,0.653,0.25,0.139,0.122,0.376,0.376,0.132,0.19
1,0021801053,1610612752,Knicks,NYK,New York,240:00,0.376,0.376,0.132,0.121,0.653,0.25,0.139,0.22
0,0021801054,1610612760,Thunder,OKC,Oklahoma City,240:00,0.494,0.31,0.181,0.245,0.521,0.165,0.087,0.269
1,0021801054,1610612748,Heat,MIA,Miami,240:00,0.521,0.165,0.087,0.173,0.494,0.31,0.181,0.302
0,0021801055,1610612759,Spurs,SAS,San Antonio,240:00,0.523,0.25,0.102,0.2,0.54,0.136,0.131,0.208
1,0021801055,1610612744,Warriors,GSW,Golden State,240:00,0.54,0.136,0.131,0.146,0.523,0.25,0.102,0.24
0,0021801056,1610612740,Pelicans,NOP,New Orleans,265:00,0.529,0.212,0.146,0.25,0.481,0.276,0.134,0.3
1,0021801056,1610612742,Mavericks,DAL,Dallas,265:00,0.481,0.276,0.134,0.233,0.529,0.212,0.146,0.321
0,0021801057,1610612756,Suns,PHX,Phoenix,240:00,0.506,0.31,0.122,0.176,0.539,0.27,0.128,0.318
1,0021801057,1610612741,Bulls,CHI,Chicago,240:00,0.539,0.27,0.128,0.25,0.506,0.31,0.122,0.216
0,0021801058,1610612757,Trail Blazers,POR,Portland,240:00,0.551,0.266,0.183,0.186,0.482,0.265,0.148,0.286
1,0021801058,1610612754,Pacers,IND,Indiana,240:00,0.482,0.265,0.148,0.245,0.551,0.266,0.183,0.326
0,0021801059,1610612755,76ers,PHI,Philadelphia,240:00,0.564,0.326,0.07,0.125,0.488,0.53,0.089,0.278
1,0021801059,1610612766,Hornets,CHA,Charlotte,240:00,0.488,0.53,0.089,0.185,0.564,0.326,0.07,0.167
0,0021801060,1610612745,Rockets,HOU,Houston,240:00,0.635,0.385,0.141,0.14,0.554,0.179,0.187,0.239
1,0021801060,1610612737,Hawks,ATL,Atlanta,240:00,0.554,0.179,0.187,0.174,0.635,0.385,0.141,0.14
0,0021801061,1610612749,Bucks,MIL,Milwaukee,240:00,0.545,0.303,0.168,0.231,0.477,0.267,0.177,0.204
1,0021801061,1610612747,Lakers,LAL,Los Angeles,240:00,0.477,0.267,0.177,0.148,0.545,0.303,0.168,0.288
0,0021801062,1610612750,Timberwolves,MIN,Minnesota,240:00,0.455,0.36,0.126,0.224,0.588,0.154,0.127,0.2
1,0021801062,1610612744,Warriors,GSW,Golden State,240:00,0.588,0.154,0.127,0.16,0.455,0.36,0.126,0.31
0,0021801063,1610612758,Kings,SAC,Sacramento,240:00,0.563,0.211,0.19,0.28,0.564,0.245,0.162,0.306
1,0021801063,1610612751,Nets,BKN,Brooklyn,240:00,0.564,0.245,0.162,0.224,0.563,0.211,0.19,0.38
0,0021801064,1610612746,Clippers,LAC,LA,240:00,0.539,0.303,0.125,0.196,0.557,0.195,0.193,0.273
1,0021801064,1610612754,Pacers,IND,Indiana,240:00,0.557,0.195,0.193,0.25,0.539,0.303,0.125,0.235
0,0021801065,1610612749,Bucks,MIL,Milwaukee,240:00,0.467,0.231,0.101,0.196,0.478,0.258,0.117,0.281
1,0021801065,1610612739,Cavaliers,CLE,Cleveland,240:00,0.478,0.258,0.117,0.228,0.467,0.231,0.101,0.25
0,0021801066,1610612753,Magic,ORL,Orlando,240:00,0.525,0.137,0.137,0.345,0.422,0.127,0.122,0.292
1,0021801066,1610612740,Pelicans,NOP,New Orleans,240:00,0.422,0.127,0.122,0.215,0.525,0.137,0.137,0.345
0,0021801067,1610612755,76ers,PHI,Philadelphia,240:00,0.439,0.478,0.089,0.298,0.531,0.167,0.088,0.25
1,0021801067,1610612738,Celtics,BOS,Boston,240:00,0.531,0.167,0.088,0.192,0.439,0.478,0.089,0.351
0,0021801068,1610612762,Jazz,UTA,Utah,240:00,0.682,0.294,0.101,0.175,0.599,0.244,0.138,0.222
1,0021801068,1610612752,Knicks,NYK,New York,240:00,0.599,0.244,0.138,0.178,0.682,0.294,0.101,0.2
0,0021801069,1610612764,Wizards,WAS,Washington,265:00,0.548,0.247,0.149,0.24,0.528,0.16,0.124,0.328
1,0021801069,1610612741,Bulls,CHI,Chicago,265:00,0.528,0.16,0.124,0.259,0.548,0.247,0.149,0.24
0,0021801070,1610612763,Grizzlies,MEM,Memphis,265:00,0.534,0.438,0.157,0.283,0.559,0.213,0.132,0.269
1,0021801070,1610612745,Rockets,HOU,Houston,265:00,0.559,0.213,0.132,0.212,0.534,0.438,0.157,0.434
0,0021801071,1610612759,Spurs,SAS,San Antonio,240:00,0.511,0.239,0.084,0.189,0.558,0.209,0.102,0.213
1,0021801071,1610612748,Heat,MIA,Miami,240:00,0.558,0.209,0.102,0.128,0.511,0.239,0.084,0.208
0,0021801072,1610612761,Raptors,TOR,Toronto,265:00,0.598,0.241,0.174,0.143,0.481,0.282,0.146,0.319
1,0021801072,1610612760,Thunder,OKC,Oklahoma City,265:00,0.481,0.282,0.146,0.232,0.598,0.241,0.174,0.167
0,0021801073,1610612757,Trail Blazers,POR,Portland,240:00,0.582,0.275,0.135,0.25,0.552,0.287,0.132,0.178
1,0021801073,1610612742,Mavericks,DAL,Dallas,240:00,0.552,0.287,0.132,0.133,0.582,0.275,0.135,0.292
0,0021801074,1610612750,Timberwolves,MIN,Minnesota,240:00,0.5,0.33,0.124,0.167,0.475,0.24,0.095,0.295
1,0021801074,1610612766,Hornets,CHA,Charlotte,240:00,0.475,0.24,0.095,0.246,0.5,0.33,0.124,0.222
0,0021801075,1610612764,Wizards,WAS,Washington,240:00,0.557,0.266,0.127,0.15,0.609,0.126,0.088,0.227
1,0021801075,1610612743,Nuggets,DEN,Denver,240:00,0.609,0.126,0.088,0.205,0.557,0.266,0.127,0.225
0,0021801076,1610612762,Jazz,UTA,Utah,240:00,0.511,0.277,0.141,0.255,0.58,0.264,0.162,0.245
1,0021801076,1610612737,Hawks,ATL,Atlanta,240:00,0.58,0.264,0.162,0.184,0.511,0.277,0.141,0.291
0,0021801077,1610612756,Suns,PHX,Phoenix,240:00,0.527,0.356,0.197,0.179,0.517,0.378,0.149,0.464
1,0021801077,1610612765,Pistons,DET,Detroit,240:00,0.517,0.378,0.149,0.339,0.527,0.356,0.197,0.231
0,0021801078,1610612758,Kings,SAC,Sacramento,240:00,0.546,0.322,0.121,0.231,0.457,0.25,0.079,0.217
1,0021801078,1610612742,Mavericks,DAL,Dallas,240:00,0.457,0.25,0.079,0.15,0.546,0.322,0.121,0.288
0,0021801079,1610612754,Pacers,IND,Indiana,240:00,0.418,0.187,0.156,0.207,0.567,0.18,0.157,0.255
1,0021801079,1610612744,Warriors,GSW,Golden State,240:00,0.567,0.18,0.157,0.213,0.418,0.187,0.156,0.241
0,0021801080,1610612753,Magic,ORL,Orlando,265:00,0.548,0.29,0.082,0.075,0.586,0.226,0.124,0.216
1,0021801080,1610612763,Grizzlies,MEM,Memphis,265:00,0.586,0.226,0.124,0.196,0.548,0.29,0.082,0.208
0,0021801081,1610612746,Clippers,LAC,LA,240:00,0.549,0.28,0.124,0.167,0.544,0.144,0.129,0.265
1,0021801081,1610612739,Cavaliers,CLE,Cleveland,240:00,0.544,0.144,0.129,0.163,0.549,0.28,0.124,0.167
0,0021801082,1610612752,Knicks,NYK,New York,240:00,0.428,0.233,0.071,0.133,0.495,0.198,0.093,0.328
1,0021801082,1610612743,Nuggets,DEN,Denver,240:00,0.495,0.198,0.093,0.293,0.428,0.233,0.071,0.2
0,0021801083,1610612761,Raptors,TOR,Toronto,240:00,0.583,0.269,0.224,0.275,0.553,0.149,0.129,0.283
1,0021801083,1610612760,Thunder,OKC,Oklahoma City,240:00,0.553,0.149,0.129,0.226,0.583,0.269,0.224,0.325
0,0021801084,1610612759,Spurs,SAS,San Antonio,240:00,0.494,0.189,0.111,0.184,0.5,0.372,0.098,0.218
1,0021801084,1610612745,Rockets,HOU,Houston,240:00,0.5,0.372,0.098,0.145,0.494,0.189,0.111,0.184
0,0021801085,1610612749,Bucks,MIL,Milwaukee,240:00,0.606,0.235,0.159,0.196,0.441,0.271,0.132,0.254
1,0021801085,1610612748,Heat,MIA,Miami,240:00,0.441,0.271,0.132,0.169,0.606,0.235,0.159,0.326
0,0021801086,1610612747,Lakers,LAL,Los Angeles,240:00,0.432,0.333,0.149,0.302,0.489,0.304,0.13,0.254
1,0021801086,1610612751,Nets,BKN,Brooklyn,240:00,0.489,0.304,0.13,0.186,0.432,0.333,0.149,0.365
0,0021801087,1610612766,Hornets,CHA,Charlotte,240:00,0.537,0.295,0.105,0.25,0.575,0.161,0.106,0.212
1,0021801087,1610612738,Celtics,BOS,Boston,240:00,0.575,0.161,0.106,0.135,0.537,0.295,0.105,0.339
0,0021801089,1610612764,Wizards,WAS,Washington,240:00,0.474,0.24,0.124,0.362,0.568,0.216,0.125,0.298
1,0021801089,1610612748,Heat,MIA,Miami,240:00,0.568,0.216,0.125,0.255,0.474,0.24,0.124,0.448
0,0021801088,1610612755,76ers,PHI,Philadelphia,240:00,0.516,0.429,0.129,0.28,0.533,0.198,0.107,0.288
1,0021801088,1610612737,Hawks,ATL,Atlanta,240:00,0.533,0.198,0.107,0.254,0.516,0.429,0.129,0.3
0,0021801090,1610612762,Jazz,UTA,Utah,240:00,0.542,0.158,0.118,0.231,0.37,0.217,0.118,0.246
1,0021801090,1610612741,Bulls,CHI,Chicago,240:00,0.37,0.217,0.118,0.18,0.542,0.158,0.118,0.308
0,0021801091,1610612750,Timberwolves,MIN,Minnesota,240:00,0.554,0.253,0.193,0.295,0.427,0.229,0.149,0.381
1,0021801091,1610612763,Grizzlies,MEM,Memphis,240:00,0.427,0.229,0.149,0.317,0.554,0.253,0.193,0.364
0,0021801092,1610612744,Warriors,GSW,Golden State,240:00,0.422,0.233,0.099,0.143,0.657,0.265,0.106,0.225
1,0021801092,1610612742,Mavericks,DAL,Dallas,240:00,0.657,0.265,0.106,0.2,0.422,0.233,0.099,0.268
0,0021801093,1610612757,Trail Blazers,POR,Portland,240:00,0.614,0.342,0.14,0.282,0.583,0.167,0.087,0.214
1,0021801093,1610612765,Pistons,DET,Detroit,240:00,0.583,0.167,0.087,0.143,0.614,0.342,0.14,0.333
0,0021801094,1610612758,Kings,SAC,Sacramento,240:00,0.516,0.239,0.136,0.236,0.46,0.295,0.135,0.259
1,0021801094,1610612756,Suns,PHX,Phoenix,240:00,0.46,0.295,0.135,0.185,0.516,0.239,0.136,0.345
