,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT
0,0021800175,1610612749,Bucks,MIL,Milwaukee,265:00,0.524,0.219,0.145,0.246,0.535,0.273,0.151,0.25
1,0021800175,1610612746,Clippers,LAC,LA,265:00,0.535,0.273,0.151,0.179,0.524,0.219,0.145,0.279
